id,group,facility,start,duration,end_time,x,y,utility,DSSR_iterations,execution_time,cum_utility
6458843,leisure,377155,07:00:00,00:30:00,07:30:00,2577784,1183910,-19.435,0,0.006,-7.545
6458843,work,105296,07:35:00,09:10:00,16:45:00,2570476,1193703,-19.435,0,0.006,-19.535
6458843,home,home2907806,16:50:00,00:10:00,17:00:00,2569451,1192298,-19.435,0,0.006,-19.435
6458843,home,home2907806,17:00:00,07:00:00,23:59:00,2569451,1192298,-19.435,0,0.006,-19.435
6458851,home,home2907810,00:00:00,00:05:00,00:05:00,2569919,1192225,-29.2,6,0.052,0.0
6458851,home,home2907810,00:05:00,11:50:00,11:55:00,2569919,1192225,-29.2,6,0.052,0.0
6458851,education,377679,11:55:00,01:45:00,13:40:00,2577388,1184855,-29.2,6,0.052,-18.7
6458851,home,home2907810,13:40:00,02:55:00,16:35:00,2569919,1192225,-29.2,6,0.052,-18.7
6458851,shop,377155,16:35:00,00:15:00,16:50:00,2577784,1183910,-29.2,6,0.052,-29.2
6458851,home,home2907810,16:50:00,00:10:00,17:00:00,2569919,1192225,-29.2,6,0.052,-29.2
6458851,home,home2907810,17:00:00,07:00:00,23:59:00,2569919,1192225,-29.2,6,0.052,-29.2
6458867,home,home2907818,00:00:00,00:05:00,00:05:00,2569742,1192685,-16.42,1,0.011,0.0
6458867,home,home2907818,00:05:00,11:15:00,11:20:00,2569742,1192685,-16.42,1,0.011,0.0
6458867,shop,377159,11:20:00,00:10:00,11:30:00,2577930,1184036,-16.42,1,0.011,-10.5
6458867,work,124791,13:05:00,00:25:00,13:30:00,2566646,1222192,-16.42,1,0.011,-18.32
6458867,home,home2907818,15:05:00,01:55:00,17:00:00,2569742,1192685,-16.42,1,0.011,-16.42
6458867,home,home2907818,17:00:00,07:00:00,23:59:00,2569742,1192685,-16.42,1,0.011,-16.42
6458909,home,home2907839,00:00:00,00:05:00,00:05:00,2569542,1192206,-30.94,3,0.019,0.0
6458909,home,home2907839,00:05:00,09:10:00,09:15:00,2569542,1192206,-30.94,3,0.019,0.0
6458909,leisure,380332,09:15:00,00:10:00,09:25:00,2576304,1185284,-30.94,3,0.019,-8.74
6458909,shop,377159,09:25:00,00:10:00,09:35:00,2577930,1184036,-30.94,3,0.019,-19.24
6458909,home,home2907839,09:35:00,05:15:00,14:50:00,2569542,1192206,-30.94,3,0.019,-19.24
6458909,work,131066,15:25:00,00:15:00,15:40:00,2575324,1201373,-30.94,3,0.019,-31.64
6458909,home,home2907839,16:15:00,00:45:00,17:00:00,2569542,1192206,-30.94,3,0.019,-30.94
6458909,home,home2907839,17:00:00,07:00:00,23:59:00,2569542,1192206,-30.94,3,0.019,-30.94
6458913,home,home2907841,00:00:00,00:05:00,00:05:00,2569852,1191769,-19.04,11,0.066,0.0
6458913,home,home2907841,00:05:00,10:10:00,10:15:00,2569852,1191769,-19.04,11,0.066,0.0
6458913,shop,377155,10:20:00,00:15:00,10:35:00,2577784,1183910,-19.04,11,0.066,-10.4
6458913,home,home2907841,10:40:00,03:50:00,14:30:00,2569852,1191769,-19.04,11,0.066,-10.3
6458913,leisure,380332,14:30:00,00:15:00,14:45:00,2576304,1185284,-19.04,11,0.066,-19.04
6458913,home,home2907841,14:45:00,02:15:00,17:00:00,2569852,1191769,-19.04,11,0.066,-19.04
6458913,home,home2907841,17:00:00,07:00:00,23:59:00,2569852,1191769,-19.04,11,0.066,-19.04
6458924,home,home2907847,00:00:00,00:05:00,00:05:00,2571232,1191957,-40.5,1,0.01,0.0
6458924,home,home2907847,00:05:00,07:20:00,07:25:00,2571232,1191957,-40.5,1,0.01,0.0
6458924,shop,377155,07:30:00,00:15:00,07:45:00,2577784,1183910,-40.5,1,0.01,-10.4
6458924,home,home2907847,07:50:00,03:15:00,11:05:00,2571232,1191957,-40.5,1,0.01,-10.3
6458924,education,377679,11:10:00,02:00:00,13:10:00,2577388,1184855,-40.5,1,0.01,-28.9
6458924,work,132982,13:45:00,03:10:00,16:55:00,2561596,1185272,-40.5,1,0.01,-41.3
6458924,home,home2907847,17:35:00,06:25:00,23:59:00,2571232,1191957,-40.5,1,0.01,-40.5
6458926,home,home2907848,00:00:00,00:05:00,00:05:00,2569570,1192136,-48.027,14,0.085,0.0
6458926,home,home2907848,00:05:00,07:35:00,07:40:00,2569570,1192136,-48.027,14,0.085,0.0
6458926,shop,377159,07:40:00,00:15:00,07:55:00,2577930,1184036,-48.027,14,0.085,-10.5
6458926,home,home2907848,07:55:00,02:15:00,10:10:00,2569570,1192136,-48.027,14,0.085,-10.5
6458926,leisure,380332,10:10:00,00:10:00,10:20:00,2576304,1185284,-48.027,14,0.085,-18.742
6458926,education,377679,10:20:00,00:20:00,10:40:00,2577388,1184855,-48.027,14,0.085,-35.927
6458926,work,198381,11:05:00,00:10:00,11:15:00,2571944,1200014,-48.027,14,0.085,-48.527
6458926,home,home2907848,11:40:00,05:20:00,17:00:00,2569570,1192136,-48.027,14,0.085,-48.027
6458926,home,home2907848,17:00:00,07:00:00,23:59:00,2569570,1192136,-48.027,14,0.085,-48.027
6458958,home,home2907864,00:00:00,00:05:00,00:05:00,2569619,1192221,-25.368,10,0.078,0.0
6458958,home,home2907864,00:05:00,06:45:00,06:50:00,2569619,1192221,-25.368,10,0.078,0.0
6458958,work,125922,06:50:00,04:30:00,11:20:00,2569860,1192347,-25.368,10,0.078,-13.1
6458958,home,home2907864,11:20:00,03:30:00,14:50:00,2569619,1192221,-25.368,10,0.078,-13.1
6458958,shop,377155,14:50:00,00:15:00,15:05:00,2577784,1183910,-25.368,10,0.078,-23.6
6458958,home,home2907864,15:05:00,01:45:00,16:50:00,2569619,1192221,-25.368,10,0.078,-23.6
6458958,leisure,377155,16:50:00,00:10:00,17:00:00,2577784,1183910,-25.368,10,0.078,-25.368
6458958,home,home2907864,17:00:00,07:00:00,23:59:00,2569619,1192221,-25.368,10,0.078,-25.368
6458987,home,home2907878,00:00:00,00:05:00,00:05:00,2569815,1191950,-37.74,12,0.073,0.0
6458987,home,home2907878,00:05:00,09:30:00,09:35:00,2569815,1191950,-37.74,12,0.073,0.0
6458987,education,377679,09:40:00,00:20:00,10:00:00,2577388,1184855,-37.74,12,0.073,-18.6
6458987,home,home2907878,10:05:00,01:45:00,11:50:00,2569815,1191950,-37.74,12,0.073,-18.5
6458987,leisure,381922,11:50:00,00:15:00,12:05:00,2567712,1190524,-37.74,12,0.073,-27.24
6458987,home,home2907878,12:05:00,03:30:00,15:35:00,2569815,1191950,-37.74,12,0.073,-27.24
6458987,shop,377155,15:35:00,00:15:00,15:50:00,2577784,1183910,-37.74,12,0.073,-37.74
6458987,home,home2907878,15:50:00,01:10:00,17:00:00,2569815,1191950,-37.74,12,0.073,-37.74
6458987,home,home2907878,17:00:00,07:00:00,23:59:00,2569815,1191950,-37.74,12,0.073,-37.74
6458991,home,home2907880,00:00:00,00:05:00,00:05:00,2569189,1189700,-49.74,4,0.026,0.0
6458991,home,home2907880,00:05:00,07:00:00,07:05:00,2569189,1189700,-49.74,4,0.026,0.0
6458991,shop,377155,07:20:00,00:45:00,08:05:00,2577784,1183910,-49.74,4,0.026,-10.2
6458991,leisure,370107,08:10:00,02:25:00,10:35:00,2575916,1191020,-49.74,4,0.026,-18.84
6458991,education,377679,10:40:00,01:10:00,11:50:00,2577388,1184855,-49.74,4,0.026,-37.44
6458991,home,home2907880,12:00:00,01:45:00,13:45:00,2569189,1189700,-49.74,4,0.026,-37.24
6458991,work,105296,14:00:00,00:15:00,14:15:00,2570476,1193703,-49.74,4,0.026,-50.04
6458991,home,home2907880,14:30:00,02:30:00,17:00:00,2569189,1189700,-49.74,4,0.026,-49.74
6458991,home,home2907880,17:00:00,07:00:00,23:59:00,2569189,1189700,-49.74,4,0.026,-49.74
6459001,home,home2907885,00:00:00,00:05:00,00:05:00,2569632,1191797,-31.44,2,0.014,0.0
6459001,home,home2907885,00:05:00,07:30:00,07:35:00,2569632,1191797,-31.44,2,0.014,0.0
6459001,shop,377155,07:40:00,00:30:00,08:10:00,2577784,1183910,-31.44,2,0.014,-10.4
6459001,work,277973,08:30:00,04:15:00,12:45:00,2564688,1193843,-31.44,2,0.014,-23.1
6459001,leisure,380332,13:05:00,00:10:00,13:15:00,2576304,1185284,-31.44,2,0.014,-31.44
6459001,home,home2907885,13:15:00,03:45:00,17:00:00,2569632,1191797,-31.44,2,0.014,-31.44
6459001,home,home2907885,17:00:00,07:00:00,23:59:00,2569632,1191797,-31.44,2,0.014,-31.44
6459004,home,home2907887,00:00:00,00:05:00,00:05:00,2569685,1192500,-36.4,4,0.025,0.0
6459004,home,home2907887,00:05:00,09:50:00,09:55:00,2569685,1192500,-36.4,4,0.025,0.0
6459004,education,377679,09:55:00,01:20:00,11:15:00,2577388,1184855,-36.4,4,0.025,-18.7
6459004,shop,377155,11:15:00,00:10:00,11:25:00,2577784,1183910,-36.4,4,0.025,-29.2
6459004,work,295297,13:50:00,01:15:00,15:05:00,2538090,1158690,-36.4,4,0.025,-39.4
6459004,home,home2907887,17:35:00,06:25:00,23:59:00,2569685,1192500,-36.4,4,0.025,-36.4
6459014,home,home2907892,00:00:00,00:05:00,00:05:00,2569033,1189198,-46.256,14,0.092,0.0
6459014,home,home2907892,00:05:00,08:20:00,08:25:00,2569033,1189198,-46.256,14,0.092,0.0
6459014,shop,377155,08:35:00,01:00:00,09:35:00,2577784,1183910,-46.256,14,0.092,-10.3
6459014,education,377679,09:35:00,00:35:00,10:10:00,2577388,1184855,-46.256,14,0.092,-29.0
6459014,home,home2907892,10:20:00,00:10:00,10:30:00,2569033,1189198,-46.256,14,0.092,-28.8
6459014,leisure,381922,10:40:00,00:10:00,10:50:00,2567712,1190524,-46.256,14,0.092,-33.356
6459014,work,129329,10:50:00,02:15:00,13:05:00,2569634,1191878,-46.256,14,0.092,-46.456
6459014,home,home2907892,13:15:00,03:45:00,17:00:00,2569033,1189198,-46.256,14,0.092,-46.256
6459014,home,home2907892,17:00:00,07:00:00,23:59:00,2569033,1189198,-46.256,14,0.092,-46.256
6459018,home,home2907894,00:00:00,00:05:00,00:05:00,2569081,1191922,-20.54,10,0.071,0.0
6459018,home,home2907894,00:05:00,06:20:00,06:25:00,2569081,1191922,-20.54,10,0.071,0.0
6459018,work,368953,06:55:00,09:10:00,16:05:00,2561988,1186356,-20.54,10,0.071,-12.5
6459018,leisure,377155,16:10:00,00:50:00,17:00:00,2577784,1183910,-20.54,10,0.071,-21.14
6459018,home,home2907894,17:30:00,06:30:00,23:59:00,2569081,1191922,-20.54,10,0.071,-20.54
6459026,home,home2907898,00:00:00,00:05:00,00:05:00,2569570,1192136,-14.95,1,0.012,0.0
6459026,home,home2907898,00:05:00,06:55:00,07:00:00,2569570,1192136,-14.95,1,0.012,0.0
6459026,shop,377159,07:00:00,00:15:00,07:15:00,2577930,1184036,-14.95,1,0.012,-6.21
6459026,home,home2907898,07:15:00,09:05:00,16:20:00,2569570,1192136,-14.95,1,0.012,-6.21
6459026,leisure,377159,16:20:00,00:15:00,16:35:00,2577930,1184036,-14.95,1,0.012,-14.95
6459026,home,home2907898,16:35:00,00:25:00,17:00:00,2569570,1192136,-14.95,1,0.012,-14.95
6459026,home,home2907898,17:00:00,07:00:00,23:59:00,2569570,1192136,-14.95,1,0.012,-14.95
6459032,home,home2907901,00:00:00,00:05:00,00:05:00,2570291,1192937,-31.54,1,0.01,0.0
6459032,home,home2907901,00:05:00,06:00:00,06:05:00,2570291,1192937,-31.54,1,0.01,0.0
6459032,work,179301,06:25:00,00:55:00,07:20:00,2574906,1196402,-31.54,1,0.01,-12.7
6459032,home,home2907901,07:40:00,01:10:00,08:50:00,2570291,1192937,-31.54,1,0.01,-12.3
6459032,shop,380332,08:50:00,00:15:00,09:05:00,2576304,1185284,-31.54,1,0.01,-22.8
6459032,home,home2907901,09:05:00,01:55:00,11:00:00,2570291,1192937,-31.54,1,0.01,-22.8
6459032,leisure,375697,11:00:00,02:55:00,13:55:00,2569734,1192310,-31.54,1,0.01,-31.54
6459032,home,home2907901,13:55:00,03:05:00,17:00:00,2570291,1192937,-31.54,1,0.01,-31.54
6459032,home,home2907901,17:00:00,07:00:00,23:59:00,2570291,1192937,-31.54,1,0.01,-31.54
6459036,home,home2907903,00:00:00,00:05:00,00:05:00,2569705,1192245,-31.366,10,0.085,0.0
6459036,home,home2907903,00:05:00,09:55:00,10:00:00,2569705,1192245,-31.366,10,0.085,0.0
6459036,shop,377155,10:00:00,00:10:00,10:10:00,2577784,1183910,-31.366,10,0.085,-10.5
6459036,leisure,377155,10:15:00,00:10:00,10:25:00,2577784,1183910,-31.366,10,0.085,-12.666
6459036,home,home2907903,10:25:00,01:30:00,11:55:00,2569705,1192245,-31.366,10,0.085,-12.666
6459036,education,377679,11:55:00,01:50:00,13:45:00,2577388,1184855,-31.366,10,0.085,-31.366
6459036,home,home2907903,13:45:00,03:15:00,17:00:00,2569705,1192245,-31.366,10,0.085,-31.366
6459036,home,home2907903,17:00:00,07:00:00,23:59:00,2569705,1192245,-31.366,10,0.085,-31.366
6459059,home,home2907914,00:00:00,00:05:00,00:05:00,2569487,1192374,-50.84,4,0.033,0.0
6459059,home,home2907914,00:05:00,07:40:00,07:45:00,2569487,1192374,-50.84,4,0.033,0.0
6459059,shop,377155,07:45:00,00:15:00,08:00:00,2577784,1183910,-50.84,4,0.033,-10.5
6459059,home,home2907914,08:00:00,01:55:00,09:55:00,2569487,1192374,-50.84,4,0.033,-10.5
6459059,education,377679,09:55:00,00:20:00,10:15:00,2577388,1184855,-50.84,4,0.033,-29.2
6459059,home,home2907914,10:15:00,03:15:00,13:30:00,2569487,1192374,-50.84,4,0.033,-29.2
6459059,work,351190,13:35:00,00:10:00,13:45:00,2569670,1193120,-50.84,4,0.033,-42.2
6459059,leisure,377155,13:50:00,03:00:00,16:50:00,2577784,1183910,-50.84,4,0.033,-50.84
6459059,home,home2907914,16:50:00,00:10:00,17:00:00,2569487,1192374,-50.84,4,0.033,-50.84
6459059,home,home2907914,17:00:00,07:00:00,23:59:00,2569487,1192374,-50.84,4,0.033,-50.84
6459066,home,home2907918,00:00:00,00:05:00,00:05:00,2569255,1192222,-23.275,4,0.026,0.0
6459066,home,home2907918,00:05:00,06:55:00,07:00:00,2569255,1192222,-23.275,4,0.026,0.0
6459066,shop,377155,07:00:00,00:10:00,07:10:00,2577784,1183910,-23.275,4,0.026,-10.5
6459066,work,273320,07:25:00,04:55:00,12:20:00,2568728,1196224,-23.275,4,0.026,-23.3
6459066,leisure,377155,12:35:00,00:10:00,12:45:00,2577784,1183910,-23.275,4,0.026,-23.375
6459066,home,home2907918,12:50:00,04:10:00,17:00:00,2569255,1192222,-23.275,4,0.026,-23.275
6459066,home,home2907918,17:00:00,07:00:00,23:59:00,2569255,1192222,-23.275,4,0.026,-23.275
6459073,home,home2907921,00:00:00,00:05:00,00:05:00,2569522,1191827,-50.64,9,0.087,0.0
6459073,home,home2907921,00:05:00,09:25:00,09:30:00,2569522,1191827,-50.64,9,0.087,0.0
6459073,education,377679,09:35:00,01:05:00,10:40:00,2577388,1184855,-50.64,9,0.087,-18.6
6459073,work,125922,10:40:00,02:15:00,12:55:00,2569860,1192347,-50.64,9,0.087,-31.7
6459073,home,home2907921,13:00:00,00:55:00,13:55:00,2569522,1191827,-50.64,9,0.087,-31.6
6459073,shop,377155,14:00:00,00:50:00,14:50:00,2577784,1183910,-50.64,9,0.087,-42.0
6459073,leisure,370107,14:55:00,00:55:00,15:50:00,2575916,1191020,-50.64,9,0.087,-50.64
6459073,home,home2907921,15:50:00,01:10:00,17:00:00,2569522,1191827,-50.64,9,0.087,-50.64
6459073,home,home2907921,17:00:00,07:00:00,23:59:00,2569522,1191827,-50.64,9,0.087,-50.64
6459079,home,home2907924,00:00:00,00:05:00,00:05:00,2570119,1192718,-27.36,2,0.015,0.0
6459079,home,home2907924,00:05:00,10:55:00,11:00:00,2570119,1192718,-27.36,2,0.015,0.0
6459079,work,105296,11:05:00,00:10:00,11:15:00,2570476,1193703,-27.36,2,0.015,-13.0
6459079,leisure,381922,11:20:00,03:30:00,14:50:00,2567712,1190524,-27.36,2,0.015,-16.86
6459079,shop,380332,14:50:00,00:10:00,15:00:00,2576304,1185284,-27.36,2,0.015,-27.36
6459079,home,home2907924,15:00:00,02:00:00,17:00:00,2570119,1192718,-27.36,2,0.015,-27.36
6459079,home,home2907924,17:00:00,07:00:00,23:59:00,2570119,1192718,-27.36,2,0.015,-27.36
6459094,home,home2907932,00:00:00,00:05:00,00:05:00,2569663,1192113,-32.34,9,0.058,0.0
6459094,home,home2907932,00:05:00,06:55:00,07:00:00,2569663,1192113,-32.34,9,0.058,0.0
6459094,leisure,377159,07:00:00,00:10:00,07:10:00,2577930,1184036,-32.34,9,0.058,-8.74
6459094,shop,377159,07:10:00,00:10:00,07:20:00,2577930,1184036,-32.34,9,0.058,-19.24
6459094,home,home2907932,07:20:00,01:20:00,08:40:00,2569663,1192113,-32.34,9,0.058,-19.24
6459094,work,382537,08:40:00,00:50:00,09:30:00,2569734,1192310,-32.34,9,0.058,-32.34
6459094,home,home2907932,09:30:00,03:30:00,13:00:00,2569663,1192113,-32.34,9,0.058,-32.34
6459094,home,home2907932,13:00:00,11:00:00,23:59:00,2569663,1192113,-32.34,9,0.058,-32.34
6459114,home,home2907942,00:00:00,00:05:00,00:05:00,2569401,1189256,-48.54,2,0.016,0.0
6459114,home,home2907942,00:05:00,07:10:00,07:15:00,2569401,1189256,-48.54,2,0.016,0.0
6459114,shop,377159,07:20:00,00:15:00,07:35:00,2577930,1184036,-48.54,2,0.016,-10.4
6459114,home,home2907942,07:40:00,01:50:00,09:30:00,2569401,1189256,-48.54,2,0.016,-10.3
6459114,education,375697,09:40:00,01:10:00,10:50:00,2569734,1192310,-48.54,2,0.016,-28.8
6459114,work,379898,11:15:00,00:55:00,12:10:00,2561520,1185379,-48.54,2,0.016,-41.4
6459114,home,home2907942,12:40:00,00:35:00,13:15:00,2569401,1189256,-48.54,2,0.016,-40.8
6459114,leisure,380332,13:40:00,00:55:00,14:35:00,2576304,1185284,-48.54,2,0.016,-49.04
6459114,home,home2907942,15:00:00,02:00:00,17:00:00,2569401,1189256,-48.54,2,0.016,-48.54
6459114,home,home2907942,17:00:00,07:00:00,23:59:00,2569401,1189256,-48.54,2,0.016,-48.54
6459115,home,home2907942,00:00:00,00:05:00,00:05:00,2569401,1189256,-44.99,14,0.103,0.0
6459115,home,home2907942,00:05:00,09:50:00,09:55:00,2569401,1189256,-44.99,14,0.103,0.0
6459115,shop,377155,10:10:00,00:10:00,10:20:00,2577784,1183910,-44.99,14,0.103,-5.15
6459115,education,377679,10:25:00,01:05:00,11:30:00,2577388,1184855,-44.99,14,0.103,-23.75
6459115,home,home2907942,11:40:00,01:15:00,12:55:00,2569401,1189256,-44.99,14,0.103,-23.55
6459115,leisure,377155,13:05:00,01:00:00,14:05:00,2577784,1183910,-44.99,14,0.103,-32.09
6459115,work,41396,14:05:00,00:10:00,14:15:00,2569742,1192685,-44.99,14,0.103,-45.19
6459115,home,home2907942,14:25:00,02:35:00,17:00:00,2569401,1189256,-44.99,14,0.103,-44.99
6459115,home,home2907942,17:00:00,07:00:00,23:59:00,2569401,1189256,-44.99,14,0.103,-44.99
6459119,home,home2907944,00:00:00,00:05:00,00:05:00,2569815,1192662,-41.4,1,0.01,0.0
6459119,home,home2907944,00:05:00,09:35:00,09:40:00,2569815,1192662,-41.4,1,0.01,0.0
6459119,education,377679,09:45:00,00:35:00,10:20:00,2577388,1184855,-41.4,1,0.01,-18.6
6459119,work,89848,10:40:00,02:15:00,12:55:00,2575808,1190567,-41.4,1,0.01,-31.3
6459119,home,home2907944,13:15:00,01:45:00,15:00:00,2569815,1192662,-41.4,1,0.01,-30.9
6459119,shop,377155,15:00:00,00:15:00,15:15:00,2577784,1183910,-41.4,1,0.01,-41.4
6459119,home,home2907944,15:15:00,01:45:00,17:00:00,2569815,1192662,-41.4,1,0.01,-41.4
6459119,home,home2907944,17:00:00,07:00:00,23:59:00,2569815,1192662,-41.4,1,0.01,-41.4
6459120,home,home2907945,00:00:00,00:05:00,00:05:00,2569788,1192141,-42.97,1,0.011,0.0
6459120,home,home2907945,00:05:00,06:25:00,06:30:00,2569788,1192141,-42.97,1,0.011,0.0
6459120,work,254841,06:55:00,02:00:00,08:55:00,2563068,1189281,-42.97,1,0.011,-12.6
6459120,leisure,377155,09:20:00,00:25:00,09:45:00,2577784,1183910,-42.97,1,0.011,-20.84
6459120,education,377679,09:45:00,04:45:00,14:30:00,2577388,1184855,-42.97,1,0.011,-32.47
6459120,home,home2907945,14:30:00,01:20:00,15:50:00,2569788,1192141,-42.97,1,0.011,-32.47
6459120,shop,377155,15:50:00,00:15:00,16:05:00,2577784,1183910,-42.97,1,0.011,-42.97
6459120,home,home2907945,16:05:00,00:55:00,17:00:00,2569788,1192141,-42.97,1,0.011,-42.97
6459120,home,home2907945,17:00:00,07:00:00,23:59:00,2569788,1192141,-42.97,1,0.011,-42.97
6459131,home,home2907950,00:00:00,00:05:00,00:05:00,2569815,1192662,-21.6,2,0.016,0.0
6459131,home,home2907950,00:05:00,05:35:00,05:40:00,2569815,1192662,-21.6,2,0.016,0.0
6459131,work,383513,06:30:00,08:25:00,14:55:00,2555014,1189100,-21.6,2,0.016,-12.1
6459131,home,home2907950,15:45:00,00:35:00,16:20:00,2569815,1192662,-21.6,2,0.016,-11.1
6459131,shop,377159,16:20:00,00:15:00,16:35:00,2577930,1184036,-21.6,2,0.016,-21.6
6459131,home,home2907950,16:35:00,00:25:00,17:00:00,2569815,1192662,-21.6,2,0.016,-21.6
6459131,home,home2907950,17:00:00,07:00:00,23:59:00,2569815,1192662,-21.6,2,0.016,-21.6
6459141,home,home2907955,00:00:00,00:05:00,00:05:00,2570010,1192646,-37.84,8,0.077,0.0
6459141,home,home2907955,00:05:00,08:45:00,08:50:00,2570010,1192646,-37.84,8,0.077,0.0
6459141,shop,377159,08:50:00,01:05:00,09:55:00,2577930,1184036,-37.84,8,0.077,-10.5
6459141,education,377679,09:55:00,00:20:00,10:15:00,2577388,1184855,-37.84,8,0.077,-29.2
6459141,home,home2907955,10:20:00,03:10:00,13:30:00,2570010,1192646,-37.84,8,0.077,-29.1
6459141,leisure,377159,13:30:00,03:20:00,16:50:00,2577930,1184036,-37.84,8,0.077,-37.84
6459141,home,home2907955,16:50:00,07:10:00,23:59:00,2570010,1192646,-37.84,8,0.077,-37.84
6459150,home,home2907960,00:00:00,00:05:00,00:05:00,2569450,1192074,-29.6,0,0.004,0.0
6459150,home,home2907960,00:05:00,10:30:00,10:35:00,2569450,1192074,-29.6,0,0.004,0.0
6459150,education,377679,10:40:00,01:10:00,11:50:00,2577388,1184855,-29.6,0,0.004,-18.6
6459150,home,home2907960,11:55:00,00:50:00,12:45:00,2569450,1192074,-29.6,0,0.004,-18.5
6459150,work,270375,13:35:00,00:15:00,13:50:00,2577358,1204995,-29.6,0,0.004,-30.6
6459150,home,home2907960,14:40:00,02:20:00,17:00:00,2569450,1192074,-29.6,0,0.004,-29.6
6459150,home,home2907960,17:00:00,07:00:00,23:59:00,2569450,1192074,-29.6,0,0.004,-29.6
6459173,home,home2907971,00:00:00,00:05:00,00:05:00,2570308,1194808,-19.24,9,0.064,0.0
6459173,home,home2907971,00:05:00,12:40:00,12:45:00,2570308,1194808,-19.24,9,0.064,0.0
6459173,leisure,380332,12:45:00,00:15:00,13:00:00,2576304,1185284,-19.24,9,0.064,-8.74
6459173,home,home2907971,13:00:00,01:05:00,14:05:00,2570308,1194808,-19.24,9,0.064,-8.74
6459173,shop,381921,14:05:00,00:15:00,14:20:00,2567684,1190696,-19.24,9,0.064,-19.24
6459173,home,home2907971,14:20:00,02:40:00,17:00:00,2570308,1194808,-19.24,9,0.064,-19.24
6459173,home,home2907971,17:00:00,07:00:00,23:59:00,2570308,1194808,-19.24,9,0.064,-19.24
6459180,home,home2907975,00:00:00,00:05:00,00:05:00,2569521,1189367,-37.34,2,0.015,0.0
6459180,home,home2907975,00:05:00,10:55:00,11:00:00,2569521,1189367,-37.34,2,0.015,0.0
6459180,education,377679,11:10:00,02:00:00,13:10:00,2577388,1184855,-37.34,2,0.015,-18.5
6459180,leisure,377153,13:20:00,00:55:00,14:15:00,2567840,1190762,-37.34,2,0.015,-27.04
6459180,home,home2907975,14:15:00,01:55:00,16:10:00,2569521,1189367,-37.34,2,0.015,-27.04
6459180,shop,381921,16:15:00,00:15:00,16:30:00,2567684,1190696,-37.34,2,0.015,-37.44
6459180,home,home2907975,16:35:00,00:25:00,17:00:00,2569521,1189367,-37.34,2,0.015,-37.34
6459180,home,home2907975,17:00:00,07:00:00,23:59:00,2569521,1189367,-37.34,2,0.015,-37.34
6459189,home,home2907979,00:00:00,00:05:00,00:05:00,2569377,1189379,-21.215,0,0.005,0.0
6459189,home,home2907979,00:05:00,06:55:00,07:00:00,2569377,1189379,-21.215,0,0.005,0.0
6459189,work,81761,07:30:00,00:10:00,07:40:00,2561792,1185371,-21.215,0,0.005,-3.215
6459189,education,377679,08:05:00,05:25:00,13:30:00,2577388,1184855,-21.215,0,0.005,-21.415
6459189,home,home2907979,13:40:00,03:20:00,17:00:00,2569377,1189379,-21.215,0,0.005,-21.215
6459189,home,home2907979,17:00:00,07:00:00,23:59:00,2569377,1189379,-21.215,0,0.005,-21.215
6459197,home,home2907983,00:00:00,00:05:00,00:05:00,2570024,1192338,-50.64,8,0.074,0.0
6459197,home,home2907983,00:05:00,08:20:00,08:25:00,2570024,1192338,-50.64,8,0.074,0.0
6459197,shop,377155,08:25:00,00:15:00,08:40:00,2577784,1183910,-50.64,8,0.074,-10.5
6459197,home,home2907983,08:40:00,01:50:00,10:30:00,2570024,1192338,-50.64,8,0.074,-10.5
6459197,work,375045,10:40:00,00:55:00,11:35:00,2567904,1192932,-50.64,8,0.074,-23.4
6459197,home,home2907983,11:45:00,01:30:00,13:15:00,2570024,1192338,-50.64,8,0.074,-23.2
6459197,leisure,377159,13:15:00,00:30:00,13:45:00,2577930,1184036,-50.64,8,0.074,-31.94
6459197,home,home2907983,13:45:00,01:35:00,15:20:00,2570024,1192338,-50.64,8,0.074,-31.94
6459197,education,377679,15:20:00,00:35:00,15:55:00,2577388,1184855,-50.64,8,0.074,-50.64
6459197,home,home2907983,15:55:00,01:05:00,17:00:00,2570024,1192338,-50.64,8,0.074,-50.64
6459197,home,home2907983,17:00:00,07:00:00,23:59:00,2570024,1192338,-50.64,8,0.074,-50.64
6459207,home,home2907988,00:00:00,00:05:00,00:05:00,2569460,1191695,-16.508,0,0.005,0.0
6459207,home,home2907988,00:05:00,10:15:00,10:20:00,2569460,1191695,-16.508,0,0.005,0.0
6459207,work,126489,12:55:00,01:10:00,14:05:00,2538180,1154220,-16.508,0,0.005,-10.0
6459207,leisure,377155,16:40:00,00:10:00,16:50:00,2577784,1183910,-16.508,0,0.005,-11.158
6459207,shop,377155,16:50:00,00:10:00,17:00:00,2577784,1183910,-16.508,0,0.005,-16.608
6459207,home,home2907988,17:05:00,06:55:00,23:59:00,2569460,1191695,-16.508,0,0.005,-16.508
6459213,home,home2907991,00:00:00,00:05:00,00:05:00,2569815,1192662,-18.742,1,0.01,0.0
6459213,home,home2907991,00:05:00,08:40:00,08:45:00,2569815,1192662,-18.742,1,0.01,0.0
6459213,shop,377159,08:45:00,00:15:00,09:00:00,2577930,1184036,-18.742,1,0.01,-10.5
6459213,home,home2907991,09:00:00,07:50:00,16:50:00,2569815,1192662,-18.742,1,0.01,-10.5
6459213,leisure,370107,16:50:00,00:10:00,17:00:00,2575916,1191020,-18.742,1,0.01,-18.742
